Text,Polarity,Agreement,Subjectivity,Confidence,Irony
"Stayed there for a couple of days. The rooms were basic and clean. The dinning room serves buffet breakfast which was good and so was dinner, but nothing special. Probably this could be because they cater mainly to tour groups and the hotel was full of them. The staff were quite pleasant and the stay comfortable.",P,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Bethlehem also has bigger and better hotels ( a Sheraton not far away) but for a premium price. This is a budget hotel for tours. not bad conditions, not bad food but a little under the standards. Hotels are much better on the Israeli side. Ok for a night I guess",P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"This hotel seems to cater to tours. Groups of people are constantly coming and going. There is a new part, which we stayed in and an older section right on the road. The newer section is very comfortable, clean and quiet. We were on the top floor, 5th and had a balcony. We ate breakfast and dinner, buffet style, at the hotel. The food was very good and nothing fancy. Come as you are, no need to dress up. The servers were friendly and helpful identifying different items. It is inside the wall and plan to visit places inside the wall to make your visit easier. Tour buses have no problem going thru the checkpoint. There was no concern walking around at night.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"I just drove by it on my way to the Church of Nativity but, thought to write a review because it seems like a good location and nice hotel, at least from the outside, I didn't get to stay... If I had known about it, might have stayed at least one or two days in Bethlehem! My taxi driver was the best, by the way!! ",P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC
The hotel is in Bethlehem in the Palestinian Territories which is very different from Israel.They live behind the wall which are separated from Israel.Hotel does not fit the Western standard and is only for tourists who come only for the tour of the Holy Land and only sleep in it.Environment is a horrible and the hotel was very depressed. Food is average.Cleanliness and hygiene are at a very low level. It needs renovation.,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"In connection with a pilgrimage got into the hotel. Well, it was quite depressing! The area is terrible! In the evening, we did not dare go anywhere. The hotel room is acceptable but the gray rough towels ... even the two stars are not killing you. Low quality of the food is very very poor choice. We never want to go into the hotel. We do not recommend.",N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"Hotel at the Northern side of the city near many shops. Comfortable spacious rooms with good facilities. Staff helpful both on desk and in the dining room. Food good quality, buffet type and staff did cater for some special requests.",P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC
A good experience- we stayed one night as part of a tour. The hotel is reasonably large but hasn't lost any of the attention to detail that some larger chains do. Food was plentiful and fresh. The location was fine for us.,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"We visited the Paradise Hotel in Bethlehem for lunch as part of an organized tour in the Holy Land. The location is not so interesting and there is nothing around except a big souvenir shop right across the street. Our tour guide reassured us that this is a safe neighborhood and the hotel is owned by Christian Palestinians. The staff was friendly and helpful. The reception and restaurant areas were very clean and adequate, nothing special but I suppose as good as you are likely going to get in the area. The quality and variety of the lunch buffet was also very good. The food was delicious and well-cooked and I actually tried some of the best pitta bread ever. Most of the major currencies such as Euro and US Dollars are accepted at the hotel and restaurant.",P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC
Good location. Rooms are basic and spacious. The experience could have been much better IF:-There are toiletries in the bathroom-Towels are white and fluffy -Food was fresh (it is mostly either canned or frozen). Not a bad place to stay.,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"This is good Hotel in Bethlehem. Fridge, T.v., bathroom, cleanliness all appreciable. IN general it provides car park, conference room, Lobby and beautiful dining hall. Morning breakfast and dinner is also served in Hotel, including Room service",P,AGREEMENT,SUBJECTIVE,100,NONIRONIC
"I encourage all travelers to stay here. This is a hotel owned and operated by Christian Palestinians. If you really want to understand the current state of Israel....you need to stay in the occupied territories and experience what it is like for over half the population. The hotels will make your stay impeccable, while all the work force goes home at night to sub-standard living conditions. Meaning, they will sacrifice their own water intake, their standard of living...to make you feel welcome. This hotel is SAFE. I've stayed here multiple times. There is nothing wrong with the ""environment""...other than Bethlehem is under occupation. The hotel cannot remove the separation wall. Be attentive when you travel to educate yourself past what the newspapers might report. What is the reason all the houses in Occupied Territories have water tanks on the roofs while no water tanks are found in other regions of Israel?? I have walked alone, as a woman, throughout many towns in the Occupied Territories and have never once felt unsafe. In fact, more often than not....a Palestinian has helped me find what I needed to find or directed me to a good place to shop or eat. If you find it a ""hassle"" to be asked into a shop...ask yourself how you would do under occupation in conducting your own business. I am fortunate enough that my children don't have to sell necklaces on the street. As far as the hotel...it is safe, clean, and they will knock themselves out to make your stay comfortable. You are also close to the Shepherds Field, the Church of the Nativity and 6 miles from Jerusalem.",P,DISAGREEMENT,OBJECTIVE,76,IRONIC
